text,compound,label
"banyak modus penipuan top up tokopedia gopay mohon cari tahu karyawan retail kasian sekali melihat banyak kosnumen kena tipu berjuta",0,1
"jangan pernah pesan makana pake gojek sangat menyarankan dikarenakan kalian pesan makanan andai kata minta refund alias kesalahan resto pihak gojek memberikan ganti prosesnya tim terkaitnya sangat lama tak adil pengalaman lebih baik pake si orend saingan si gojek lebih cepat refund lebih aman murah",0.5,2
"uninstal tp punya cicilan",0,1
"limit gopaylater rb tp kok gk d pakaitolong bos d aktifin lg",0,1
"aneh sekarang klo older goret susah padahal deriper banyak giliran dapet jauh payah ga buru buru dapet deriper jadi telat mulu kerja",-1,0
"akun sy kok yg lama bs hilang pdhl buka aplsdh sesuai email notelp yg lama jg tp apl yg keluar bru semua zero jd gopay sy yg lama ilang sy tdk lg layanan payletter knp bs terjadi sdh lapor tp tdk perbaikan jg",-0.3,0
baik,0.5,2
"gojek ngasih promo goride gocar tu boong milih yg promo sekali ga pernah nyantol x kali pembatalan klik yg mahal langsung nyantol kalo ganiat promo gausah promo mengecewakan",2.1,2
mantap,1,2
"maaantab bos",0,1
"makin keren",0,1
"murah banget dibanding aplikasi sblh",0,1
"sgt sgt membantu",0,1
"aplikasi gojek sering crash admin nya selalu jawab pastikan jaringan stabil bagus padahal aplikasinya aja yg crash bukan sinyal jaringan yg bagus",1,2
"sangat memuaskan",0,1
"sangat baik ramah pengemudinya",0.5,2
"perlu gojk",0,1
"please gojek baru terburuburu mau rs malah driver jalan sama sekali driver mnta batalkan habis cari driver lama terulang driver menit lebih jalan berulang terus kali diupdate jadi begini padahal dulu begini cepet dapet driver diperbaiki",0,1
"orang pd kasih rating jelek fine fine aja sm gojek malah drivernya sangat membantu kok aplikasinya ga trouble mungkin kalo pelayanan driver yg kurang sifatnya individu yaa baiknya menilai bijak maaf pendapat terimakasih gojeksemoga makin sukses makin canggih pelayanannya",-0.6,0
its,0,1
"sering pake go send lalu driver seenak udelnya cancelpadahal bawa motor vario meskipun jenis nmax driver terima pengantaran klau keberatan dgn muatan barang utk motor yg sampe kg",0,1
"pesanan go food gabisa cancel plus ongkirnya ga ngotak apacoba perbaiki bug masa voucher diskon ilang",0,1
"lelet nyari drivernya telat melulu",-0.7,0
"selalu langganan pakai gojeg",0,1
mantap,1,2
"giliran pake goride biasa dapetnya motor keren mulu paling sering aerox sama nmax pas pake goride comfort malah dapet motor yg b aja keren si gojek jadi transportasi utama buat rumah ayang",0,1
mantapz,0,1
nyaman,0,1
good,0,1
"gojek good",0,1
"aplikasi apaan knpa pinku nonaktifkan",0,1
"sangat kecewa keluhan terkait sistem gojek yg error transaksi gofood pilih resto gofoodplus berlangganan langsung terpotong ongkir menjadi gratis tagihan betul byr dg paylater makanan dtg tiba tagihan berubah dikenakan ongkir cs menanggapi mesinbahasa mesin problem solved nya langsung ditutup komunikasi ngomong setan pocong ajah diemin doang terus laporan ditutup cs apaan tuh",-0.4,0
"aplikasinya keluar sendiri mulu aneh padahal baru download pas klik keluar mulu g masuk menu",-0.4,0
mangtaaaappppp,0,1
"normal aplikasititik awal driver kelihatan jadi gak transparan gojek cuman tampilan animasi pemesanan order go food sering sekali driver minta ongkos tambahan alasannya cuman ongkir rp padahal pesan diaplikasi kena ongkir lebih rp diperbaiki oknum driver kayak gini jek",0,1
"dulu sering pake gojek sangat bermanfaat banyak diskonnya sekarang udah jarang diskon klo ga penting ga pengen instal deh driver driver yg pake motor jauh lebih sopan drpd yg pake mobil gimana gak dikit minta tip perjalanan jauh dikit karna jalannya d tutup minta tip pdahal kan jalan d tutup bukan salah lebih memaklumi driver yg pake motor lebih ikhlas memberi tip karna apa karna kalo ngasih tip harusnya ga d target kan se ikhlas",-0.5,0
mantap,1,2
"luar biasa",0,1
baik,0.5,2
wooosshhh,0,1
keren,0,1
"habis update sering forced close diperbaiki",0,1
good,0,1
"mobil bersih driver ramah perjalanan nyaman",0,1
"aplikasinya sangat sering crash bkin susah lama kalau pesan",-0.6,0
"lama kali dpt driverny cpk org dibuatny",0,1
okk,0,1
"tks gojek puas dgn pelayanan",0.9,2
bagus,0.5,2
"memberi kemudahan nyaman",0,1
"lakukan pendaftaran pinjaman gopay ko ditolak apa salah mohon penjelasan y",-0.5,0
"gojek terlalu bnyak aplikasi include internal kadang lemot chat driver aplikasi baca pelanggan mnit driver kirim pesa",-0.1,0
,0,1
"aplikasi yg makin lemot sering macet parah",-0.6,0
"go jek the best",0,1
"layan yg memuaskan",0,1
"mantap si gojek",1,2
"kok maps gojek otomatis gitu mau pilih titik jemput nga terus langsung otomatis mulu cuman aja sih overall bagus kok",0.5,2
good,0,1
oke,0,1
"padahal sering transaksi dapet playter nya sama gopay pinjaman",0,1
baik,0.5,2
"alhamdulillah dpt orang yg ngantar ramah",0,1
"banyakin promo nya dong",0.6,2
"aplikasi sdh pakainya lama akhir sdh minggu ndak dibuka sambungan internet",0,1
bagus,0.5,2
"sangat membantu",0,1
oke,0,1
"aplikasi sering ngelag",-0.8,0
mantap,1,2
"berguna banget",0,1
"terimkasih dikiirim dg baik",0.5,2
bagus,0.5,2
"cepat aman",0,1
"apklikasi tololupgrade gopay plus gagal mulujadi gabisa transaksi apa apa buat aplikasi berguna lah kalo fitur transfer bank ewallet apapun biar berguna",-0.5,0
mntap,0,1
recomended,0,1
"ga gotix ga asix",0,1
erorr,0,1
"ude mulai ga jelas gojek sekali nghanggg ga jlss bgtt ga masukkkk terus semakin update semakin ribett aplikasihnye",0,1
"aplikasinya sangat membantu order makanan banyak diskon terkadang aplikasi respon buka",0,1
,0,1
bagus,0.5,2
"menu komplain konsumen pembelian pulsa im tak menemukan solusi konsumen dilempar lempar semoga diperbaiki",0,1
,0,1
"coba lah diajarin tu driver pake aplikasi pesan makanan gofood sampe se jam taunya salah tempat pesen mcd drivernya malah datang kfc nunggu jam driver salah tempat sampe mcd nya chat hubungi driver biar cepet urusan buat chat sana sini begini pihak gofood lah buat urusin ginian mikir yg penting makanan datang",-1,0
"sangat bagus",0.5,2
"kerja bagus",0.5,2
"kode otp salah mulu kocak",-0.5,0
"terimakasih menemani perjalanan baik aman",0.5,2
"pelayanan oke",0,1
"sangat ramah tamah",0,1
"mohon bantuan nya mengubah kata sandi perkuat akun kamisudah email jawabanmohon tindak lanjuti",0,1
"sangat nyaman",0,1
"update makin tolol sering tulisan koneksi internet stabil padahal mbps",0,1
bagus,0.5,2
,0,1
oke,0,1
"pemilihan rute baik sayang pengemudi kurang respek membantu penumpang sedang membawa bayi sama sekali membukakan pintu membawa tas penumpang",0.5,2
"gocar bandung hawa panas dah bayar mahal ac gak nyala pengalaman liburan bandung hari pake jasa gocar x pake jasa gocar mobil mati semua ac dah kayak pake angkotmending pake angkot aja murah iyhkapok kan pake gocar biar nyamanini panas nya lebih angkot",-1,0
mantaaab,0,1
"saran aja sii kalau go food waktu tunggu pesanannya minimal jangan lama lama ah masa disuruh nungguin menitan padahal jarak rumah deket fyi ngegofoodnya deket karna waktu sakit pliss lahh",-0.3,0
"cepat akurat pokoknya",0,1
"sering sering ngasih promo",0.6,2
"pelit voucher",0,1
baik,0.5,2
"iklan terus",0,1
mantap,1,2
"aplikasi ga jelas",0,1
"hallo gojek saldo kartu kereta kosong padahal top up gopay saldo gopay berkurang saldo kartu tapcash masuk",0,1
"sekelas gojek mengalami error lama sekalian top up buat transaksi pembayaran error terus kocak",0,1
mantap,1,2
"oke sangat membantu",0,1
"go food membantu bgt kalo laper tengah malam menjelang subuh diskon menarik tambahin terus yak",0,1
,0,1
"masuk aplikasinya malahan keluar awal masuk aplikasinya aplikasi masuk mudah jadi beri bintang",0,1
"sangat membantu kehidupan",0,1
gratis,0,1
"gojek suka hilang sinyal crash padahal laje wifi mobile sama",-0.3,0
mantap,1,2
eazu,0,1
keren,0,1
oke,0,1
"sering ngefreeze",0,1
"force close terus",0,1
"pesan gofoodsll ganti driverdari yg nama nya zainalganti indraganti jayasy pakai mode hematsy pesan nasi goreng jadi nasi dingin yg",0,1
bagus,0.5,2
"aplikasi sering crash gak jalan padahal buka aplikasi aman aman aja udah gitu maps sama alamatny gak sinkron driver hafal jalur jadi nanyain mulu bener mana titiknya kota tp alamatnya luar kota",0,1
"makin aneh sekarang go food order makanan terima orderan makanan jadinya nunggu lama",-0.4,0
mantap,1,2
"bintang lebih baik",0.5,2
"sy kasih bintang harusnya gojek ride punya gojek hemat setara harga maxim kompetitor hijau sebelah biar orderan kalian makin lancar goride gocarnya",0,1
"diperbaruiapa aplikasi gojek mau ganti",0,1
"ubah bintangnya semenjak gopaylater diblokir padahal gak pernah telat bayar gak tunggakan sama sekali",0,1
"berbagi rezeki indah",0,1
"aplikasi gajelas memikirkan driver",-0.3,0
"gocar top",0,1
"alhamdulillah selama pake aplikasi pernh kendala semoga tuk kedepannya tetep konsisten",0,1
"bagus pernah mengecewakan",0.5,2
"sangat membantu dlm segala terutama jam sibukterima kasih gojek",0,1
"aplikasi suka ngecrash gk pesen ojek klo tlpn suka gk suara titik gk sesuai",0,1
,0,1
"langganan aja",0,1
"bermanfaat cepat",0,1
"susah bgt cari driver jam sibuk padahal titiknya banyak driver",-0.6,0
"suparno membuka aplikasi",0,1
"aplikasi tawaran diskon",0,1
"up dateko mlh lemot bln ga da perubahanga dr lemotga bs transaksi samsexsaldo ngendap pdhl mau byr listik air",0,1
"mantap betul",1,2
"apk nya eror ga buat mesan makanan harganya muncul",0,1
"pengguna gojek setia beserta keluarga anak pesen gofod mnta duit lebih mang ajari gojek",0,1
"aktifin gofood plus diskon yg biasa mingguan dapet ilang giliran aktifin paylater diskon paylater ilang pinter bet ni aplikasi",0,1
"aplikasi ojek online terbaik deh pokok nya",0,1
"cukup membantu",0,1
"kecewa dgn aplikasi masalah top up gopay sdh terpotong saldo dr mbanking berhasil trf top up tp saldo tdk masuk gopay sy tdk byk memang hny rb tp rb byk utk sy",-0.4,0
"loba d oprek",0,1
"sangat kompeten menyelesaikan masalah terlalu rumit",0,1
"lambat aplikasi nya padahal jaringan internet bagus",-0.3,0
oke,0,1
,0,1
"membantu bgt khususnya pesan makanan",0,1
"dah lama pakai cuman akhir akhir terlalu sering crash bukan masalah sinyal",0,1
"sy kecewa dgn gofood batalkan pesenan wkt yg diberikan sangat sedikit sy order makanan kemahalan",-0.4,0
"makin kesini makin lemot internet udah full g apk ttp aja gabisa dibuka orang yg tdnya buru jadi pindah apk sblh aja",0,1
"suruh update mulu",0,1
mantapz,0,1
"nyari driver nya lama",0,1
"driver kalian teriak ongkir rp ga sesuai apa yg bayar buat ongkir food program kalian membuat pelanggan nyaman",0,1
"aplikasi sering nge freeze update",0,1
"banyakin promo dongs",0.6,2
"aku suka aku suka",0,1
lumayan,0,1
,0,1
"bagus bnget",0.5,2
"aplikasi yg sangat bagustop markotop",0,1
"pesen makan gojek jam gak datang datang udah gitu gak dibatalkan kecewa sama apk sekarang",-0.4,0
"kurang puas layanan bantuan nya gopaylater yg tibatiba diblokir padahal bayar selalu tepat waktu halaman bantuan laporan menjawab pertanyaan konsumen",0.9,2
"jujur aplikasi bagus",0.5,2
"aplikasi bikin gua mkn bakso tiap hari",0,1
"burukdrivernya sombong dichat malah ngatain orang dong diperhatiin",0,1
mantap,1,2
"gila ongkos driver cuma potongan gak kira kira tambah yg bikin anyep driver costumer pemesan paksa bayar uang tambahan perbaikan aplikayyg gak hubungan costumermakin kesini pemesan makin sepi makin pindah gojek bangsaat hapus aja akun driver yg goceng",0,1
"memudahkan segala",0,1
"pelanggan mengirim uang go pay sayaada buktidan cekuang masuk uang pak bu",0,1
"gojekkalo resto rumahan mau ny beri tanda tolak masalah ny sering bermasalah kalo pesan resto rumahan masak ny suka ngasaltidak sesuai fhoto",0,1
"sekarang susah order gojek tiba lama banget baru dpt gojeknyaa gak kayak duluu",-0.6,0
,0,1
"nambah banyak bug aplikasinya semenjak update",0,1
"order jam makanan sampe jam padahal pake ongkir standar bukan yg murah lebih cepat aplikasi sebelah",0,1
"gosend kek apa si pesen jam datang jam setengah mlm mikir lah",0,1
"ngebantu bgt intinya",0,1
"layanan bantuan nyaa jelek layanannyaa isi bot semua permintaan konsumen satupun yg terpenuhi",-0.6,0
"jelek banget aplikasi bagusan sebelah mau transaksi aja susah mana perkara nyalahin sinyal segala",-1.2,0
"gojek napa yaa mesen makan tau ngelag lg pilih resto tau ngelag kluar blank jdi dri awal",-1.6,0
"cepetprofesinal cuman promonya dikit",0,1
"knapa aplikasi gojek gk bsa dibuka",0,1
"gojeg kopet ga bermutu",0,1
"kecewa lama pakai gopay sekarang gopaylatter gunakan padahal masi full pernah telat bayar",-0.4,0
"bagusdisiplinkan selalu senyum bahagia gembira proaktif produktif bersenang piknik jalan terus mengembangkan diri",0,1
"makin berat aja aplikasi buat buka aja sering force close",0,1
"baik sangat membantu",0.5,2
"semangat terus pak",0,1
"gak jelas aplikasi nya kalo buka loading mulu",0,1
"dapet drivernyaa lamaaaa",0,1
"mangkin parah nih apliaksi kali mau klik selalu gak parah parah",-1.8,0
"pesen gocar drivernya minta dibatalkan aplikasi maunya tarif manual aja dibatalkan sepihak sma drivernya pas customer udah masuk mobil alhasil driver gatau jalan hingga tarif jauh melebihi yg sesuai diaplikasi karna kesalahan driver jadi customer yg dirugikan udah gitu gabisa laporan kekantor karna gaada riwayat perjalanan diaplikasi emang gitu klo dibatalkan sma driver riwayat perjalanan nya hilang",-0.3,0
"bagus banget padahal pake mode hemat trus dateng makanannya menit datang makanannya cuma menit cepat banget job dehhh buat gojek semoga sukses terus kedepannya",0.5,2
"gopaylater bermasalah semenjak dipegang mab setau kredit skor akun tdk bermasalah apa disediakan fungsi adakan konfirmasi kepemilikan akun memang dicurigai disalahgunakan terimakasih maaf gojek kamu mengecewakan yg jadi pelanggan setia",0,1
"titik kordinat suka benar driver nya susah",-0.6,0
"jarang promo",0.6,2
"bagusberguna sekali",0,1
"ga enak banget make gojek gw make gojek cuma buat gunain gopay nya eh tiba tiba saldo gw kesedot buat bayar langganan udah gw batalin",0,1
good,0,1
"sangat membantu",0,1
"kalau food kurang menurutku tp kalu antar mengantarr so far so good",0,1
mantap,1,2
"gopaylater mending dihapus aja gunanya buat bayar termasuk order gojek",0,1
"pesen makanan fast food order datang makanan menit padahal jarak resto rumah cuma kmdatang dah dingin kayak mayit hilang selera makan",-0.3,0
"bayar kua tulisannya gagal trs",-0.5,0
bagus,0.5,2
bagus,0.5,2
"semakin busuk gopaylater nya tiba ngk donk ngk ad notiv ngk limit utuh terkocak giliran pgn hapus permanen kagak alesan ad tagihan aplikasi bengek go pou",0,1
"moga moga gopaylater acc lagiamingggg",0,1
"aplikasi sering ga pencet bikin emosi jaringan udah lancar aja lemot gmn nih",0,1
baik,0.5,2
"gopaylater terblokir bagaimana cara mengembalikan nya minta nomor cs nya",0,1
puas,0.9,2
"sering force close android g ram android",0,1
"hengggg teroooosssssss parah edit udh ver terbaru jaringan bagus telkomsel jkt soalnya msih aja heng makasih tinggal bayar pesanan malah ngulang apa ga buang waktu aja namanya mempersulit mah semoga membaik y",-0.1,0
"ganti pin gopay via apk gopay tdk masalah tp coba ganti via apk gojek selalu muncul notif tdk jaringan internetsilahkan coba beberapa padahal jaringan internet bagus aja apa masalahnya",0.5,2
"very gooooood very gooooood",0,1
"cara hubungi cs gojek gmna yah sqya mau cancel gosend yg pertama salah alamat tdk dicancel pusat bantuan tdk opsi",-0.5,0
keren,0,1
"siip tingkat kan pelayanan",0,1
good,0,1
memuaskan,0,1
"tgl des pesan gocar tdk jadi pake ongkos tetap dipotong",0,1
"tambah hari tambah sip ae pelayanan nyacari driver sulitnya melebihi antri bbmkadang dpt driver seenaknya aja main cancel gak ngomong padahal tadinya bilang maudah gt ongkosan mahalluar biasa wesmending gojek yg dulu pertama download sangat membantu memudahkangak perlu banyak pilihan menucukup gofoodgoridedan gocar tp pelayanan maksimal",0,1
mantap,1,2
"sebenarnya aplikasi nya sgt membantu memudahkan dgn fitur fiturnya cuma akhir akhir aplikasi sering nge bug ngorder pesanan jdi macet",0,1
mantab,0,1
baik,0.5,2
good,0,1
crash,0,1
"sering promoatau potongan",0,1
"ko susah dibukatadiy lancarlancar aja",-0.6,0
"banyakkan trus promo layanan",0.6,2
"sangat membantu bnyak promo",0.6,2
"pesan gofood reguler bukan hemat driver nya lama banget jam baru driver pas makanan datang keadaan dingin mie nya lembek besar cacing lebih baik sekarang kalo pesan makanan grab shopee yg cepet drivernya gojek semakin lama semakin merugikan pembeli",0.5,2
enduuul,0,1
"pengalaman yg sangat menyebalkan bersama gojek sabtu lalu pesan gocar udah diterima orderan dlsaya drivernya suruh batalin tdk mau drivernya cari alasan yg ga masuk akal menyuruh menunggu katanya mau sarapan menit menunggu tiba batalin dgn seenak jidasnya dgn alasan macet kasih bintang kalau si drivernya ditegur gini doang nih pelayanan gocar buat laporan pelayanan gocar ga responnya",0,1
"pesen gosend aplikasi nge bugs wal akhir gk dicancel gk chat nungguin driver sejam lama ketinggalan kalian sm grabshopee",0,1
"sangat membantu sekali",0,1
"tambah hari tambah gk dibuka",0,1
"aplikasi nya sering tiba berhenti",0,1
mantap,1,2
"kalo kejauhan emgnya cepet dingin kan beli tu minuman dingin",0,1
"kayanya bukan cuma yg ngerasa deh skrg sering bgt crash deh gojeknya suka tb minta keluar pdahal udh paling update sy baca jawabn klian selalu blg pastikan snyal bagus sory sinyal wifi bagus jd emg dasar aplikasi kalian aja hrusnya klo mnta sering update dibagusin dong aplikasinya gimana sih",1,2
"pas pemilihan alamat lama bener buang waktu menit bukan internet mah",0,1
"gopaylater ga dipake pdhl saldo msh bnyak da ga pernah telat buat bayarpercuma dongg dikasih limit tp ga pakai tolongggg donggg perbaiki bnyak yg komplen gopaylater ga dipakai klw ga perbaiki lama pelanggan nya pda uninstal apk udh mau bulan paylaternya ga dipake",0,1
"sangat senang terimakasih gojekdi bumi terasa surga kecil nyaman menyenangkan terimakasih",0,1
siiip,0,1
"sangat terbantuselalu pake gojek mudahmudahan destinasi wisata abang gojek",0,1
oke,0,1
aplikasinya,0,1
"terima kasih",0,1
"ws apik",0,1
"tempat nya driver gofood sama sekali",0,1
"pindah dana aja lebih mudah udah bulan pakai gojek masalah terus udah report ga fix",0,1
baik,0.5,2
"makin hari makin jelek penagihan paylater gopay pinjm apabila sangat gak logis telat sehari langsung denda rb pesanan gofood sekarang lamanya bukan main live location drivernya sering ga akurat big no",-0.6,0
"aseek pokonya pake gojek",0,1
"satu akun ternyata terbuka device hp bekas dgn apk yg udh dihapus instal verifikasi no yg berbeda terbuka akun jadi takut simpan saldo disini",0,1
"sekarang promonya bayar pake lah lah baru dpt promo menyebalkan",0.6,2
mantaaaab,0,1
"the base",0,1
"cukup bagus pelayanannya",0.5,2
mantap,1,2
"transaksi pake payleter gagal terus payah",-0.5,0
"aplikasi sampah ram gb suka respon aplikasi diinstal sedikit padahal cache udah dikosongininternetpun sangat lancar coba nonton youtube kualitas lancar apknya tetap katanya pegawainya pengalaman tahun muda ipk order kang jek sering eror jadi mempersulit komunikasi kang ojek menentukan lokasi penjemputan update dong bisanya berguna ngaruh sama sekali",-0.5,0
"semua jadi mudah",0,1
"sekarang masuk aja ribet bgt jdi males make gojek",0,1
good,0,1
"buat customer merasa bayar gede komplain driver jangan ngerasa paling pintar sampe nyuruh aplikator didik drivernya yg salah aplikator driver gojek sekarang emang beneran yg trip bener adanya jangan sepihak nyalahin driver samasama kroscek liat aplikasi masingmasing customer driver jelas ulah aplikator pengen terlihat murah menyiksa mitra nya smart dikit jadi customer jangan mau promo doang bego",0.1,2
"hampir semua drivernya minta dicancell alasan jauhpadahal aplikasi waktu tempuh menitterlebih kalau ongkosnya murahdan driver sering minta tambah ongkoskalau mau driver minta cancell alasan posisi driver jauh lokasi penjemputan",0,1
"sangat membantu",0,1
,0,1
"p ramlee we love",0,1
"memudahkan urusan perut",0,1
baik,0.5,2
"sangat membantu yg tdk punya motor",0,1
membantu,0,1
"tiap pesen go ride lama sekalinya dapet cancel trs sma driver nya yg makin kesel nya sdh jam tdk yg mau ambil",0,1
,0,1
mantap,1,2
"menampilkan saldo gopay memesan layanan pembaruan",0,1
bagus,0.5,2
memudahkan,0,1
"tingkatkan jangan sering error sering bung aplikator kalo udah bagus jangan diotakatik nyusain orang aja banyak yg pindah aplikasi sebelah baru tau rasa",0.5,2
,0,1
"dulu selalu menggunakan aplikasi gojek pelayanan nya luar biasa sangat baik akhir jadi sangat buruk tadi nya transfer bank melalui dana gopay sekarang update ulang data ktp lebih heran nya sdh masukkan semua data tetap gunakan jasa pengantaran jadi sangat lambat biaya tarif penanganan nya luar biasa sangat nya mahal contoh go food mcd ongkir rb biaya penanganan rb an lebih",-1.2,0
amazing,0,1
mantap,1,2
"sangat bagus",0.5,2
"maaf sy kasih bintang sy mau check out selalu ditolak padahal limit sy banyak pembayaran bagus gak pernah telat mau hapus download lg",0.5,2
"adanya tranpotasi gojekuntuk sangat berguna sekali",0,1
"makin sini mkin sering eror",0,1
patent,0,1
"gopay later bekukan bayar tagihan tepat waktu aplikasi aneh",-0.4,0
sip,0,1
"sering gagal map bikin driver nyasar kasihani lh driver",-0.5,0
"sangat bagus mempermudah berpergian",0.5,2
mantap,1,2
"baik menyenangkan",0.5,2
"akses gak jelas internet idup dikira mati",-0.7,0
"padahal tagihan udh dibayar tp teror terus cuman telat sehari doang karna aplikasi error gak dibuka",0,1
mantaf,0,1
"aplikasi tttt ooo lll lll ooo lll",0,1
mantap,1,2
"mohon berikan promo banyak kak makasih",0.6,2
"gopay gunakan suruh upgrade gopay plus upgrade gopay plus tolak karenakan id terdaftar minta bantuan via tlp customer care gopay email bantuan nya menghabiskan pulsa buruk menyikapi permasalahan bagus saldo menjadi mengendap gunakan tf sesama gopayke akun bankdi karenakan paksa perbarui upgrade gopay plus sistem bank aja gk seribet",-0.1,0
mantab,0,1
"udah gila gopaylater ckckckckkck tagihan cmn rb baru telat beberapa hari dc nya neror terus udah gitu ga sopan wkwkwkw katanya ojk ko parah beneeerr wkwkwkwkwkwk bintang buat gopaylater",-0.6,0
senang,0,1
mantap,1,2
"paling mantep klo kasih promo gofood",0.6,2
"sgt membantu",0,1
"enggak hapus akunya ribet kalau mau menghapus akun",0,1
mantab,0,1
"sangat membantu",0,1
"limit nya gede banget sih segede janji anis waktu kampanye",0,1
"terima kasih pak gojek galuh digi indra pradana",0,1
"saldo tetap terpotong padahal pembayaran gagal respon cepat kirim pesan live chat info selanjutnya",-0.5,0
apik,0,1
"cuma aku doang layanan go tix nya hilang gmna si udah update loh padahal",-0.3,0
"cengcengcik atu mikilkan maraneh daftar aceng alesanna nu penting dapur ngebulkan geus deal mun daftar dibere ongkos sakitugeus ulah loba pamolahteu era maraneh ka driver nu kena imbas langsung ku ayana program ieumakin loba driver nu nyarande tangkalnu biasana tiap poe ngebulkeun dapurayeuna jd meureun poe sakali dapurna ngebul",0,1
,0,1
bgus,0,1
"top markotopjoosssee gandoosse",0,1
bagus,0.5,2
"udah transfer gopay mau bayar pdam sekarang aplikasi ngga dibuka ngehank habis diupdate malah gangguan terus",0,1
"oke lah sangat membantu",0,1
"promo gofood nya mahal jauh sama si oyen",0.3,2
"tadinya bintang sekarang jadi bintang gopaylater gak pernah telat bayar masa abis upgrade gak dipake limit gede terus jadi kecil parah makin kesini makin gak jelas pelayanannya",-0.6,0
"gamau pake layanan finansialnya buruk pinjol ilegal sopan padahal telat jam doang beda hari sblm nya ga pernah telat mendig gausah aktifin",-0.6,0
"jawaban cs jiplak mulu anjir ampe kesel sendiri bacanya fitur bantuan cs udah kek bot ngasih jawaban jiplak langsung mengakhiri obrolan permasalahan teratasi payah",0,1
membantu,0,1
"masalah laporan sama sekali membantu",0,1
good,0,1
good,0,1
"saldo gopay ga masuk respon cs lambat ribet",-0.8,0
"terimakasih gojek",0,1
"lebih cepat",0,1
"aplikasi sering banget nge crash sih ampun dah",0,1
niceee,0,1
"kebanyakan promotapi giliran mau dipake alesannya sibukpercuma bikin promo sama voucher diskon",0.6,2
"fast respon driver",0,1
oke,0,1
"cukup menyenangkan",0,1
"knpa gopay pinjam tdk",0,1
"mancap sih",0,1
nice,0,1
"mantap sesuai namanya",1,2
"the best deh",0,1
"sdh lama pakai gopay later tibatiba blokir tdk gunakan sdh kali lapor cs jwban nya sama tdk solusi jawaban nya robot sama semua tdk memenuhi syarat pdhal dr kriteria tsb tdk satupun yg dilakukan termasuk pdhal sdh sering pakai gak pernah telat bayar limit msh sisa banyak makin kacau nih tokped gak bs pkai jg segera diperbaiki uninstall rame aja kl sy baca ulasan banyak yg mengalami yg sama",-0.3,0
"pelayananya bagus ngirim rumah dgn alamat yg jelas terima kasih sayangnya aplikasi berhenti akun no",0.5,2
"keren dah puas",0.9,2
"skrg aplikasi nya tambah rumit aja mau byr pake qrisberbagai penawaran blm lg minta akses kontak ngeriidata kontak bocorseaman aman nya ttp aja bocor",0,1
"go pay later pakai semua pembayaran apa",0,1
"segala kekurangan kelebihan lah tempat ku mencari nafkah",0,1
"drivernya milihorderansaya burudriver nyalain auto bid bolak kali suspend hari biar milihorderan",0,1
"sistem aplikasi bekerja dg baik pemesanan penjemputan berjalan dg cepat presisi keep doing good",0.5,2
mantap,1,2
"suami sy driver gojek tlg diperhatikan ongkosnya driver bs sedikit menikmati hasil jerih payahnya",0,1
"bagus tingkatan selalu lebih baik",1,2
"drivernya ramah sekali ngobrolnya nyambung",0,1
"selalu oke pake gojekalamat pusing",0,1
memuaskan,0,1
"dear all custumer gofood kalo driver mitra jarak dekat disebut driver goceng driver ongkos rb mintangemis tip halus maupun terangan kasih bintang",0,1
mantab,0,1
"drivernya banyak yg nyolot kalo ngomong maps titiknya salah sedikit sdh ngomel ngomel uninstall gojek ajalah drivernya ga etika",-0.5,0
"heran sumpah dah tiap nge upgrade gopay masalah no nik terdaftar dukcapil lahdata tidk terdaftar database dukcapil lahgua buat laporan dukcapil amanaja tuh",0,1
mantap,1,2
,0,1
"selalu nyaman merasa aman",0,1
mantap,1,2
manfaat,0,1
"mengecewakandi up date malah gak bukasdh tk un instal trs instal lgtetap gk buka mau masuk blank trs",0,1
"sampah aplikasi nya error mulu gopay coin nya disuruh report web report nya error gimana coba",-0.5,0
"langganan pake gojek cepat danmudah kalau maubelanja online",0,1
tingkatkan,0,1
good,0,1
nice,0,1
bagus,0.5,2
"bagus efisien keren",0.5,2
"sangat membantu",0,1
"kasih bintang gopay later tiba diblokir alasan jelas",0,1
"leeeemooooooooottttttt baaaaaangeeettt aplikasinya",0,1
"kualitasnya sekarang buruk",-0.6,0
"gimanasi pesen gofood driver nya minta tambahan lebih kata driver nya cuma bayar trus driver minta tambahan",0,1
sederhana,0,1
"padahal pelanggan gopaylater tp pernah dapet voucher gofood",0,1
"aplikasi sangat bermanfaat",0,1
"aplikasinya sangat bagus membantu",0.5,2
"baru punya aplikasi ojek",0,1
"driver lo bnyk yg ngemis punya sistem makanya sejahterakan drivernya jdi cs nya kena",0,1
"biar bintang yg bicara",0,1
"membeli makanan jauh lebih mudah",0,1
"bagaimana cara batalkan langganan go food plus tombol batal langganan menu chat admin ga ketemu selama solusi batal tetap kasih bintang ubah rating berhentikan langganan",0,1
oke,0,1
,0,1
good,0,1
bagus,0.5,2
bagus,0.5,2
pelayananya,0,1
"order searah bug nya masa diarahin dapet deket",0,1
"pesan go food pertama gagal langsung keluar apk pesan kedua berhasil pesanan pertama tibatiba berhasil akhirnya double order",-0.5,0
"penggunaan aplikasi cukup mudah memudahkan sayang fitur mappeta nya akurat jadi kasian driver kalo antar makanan jemput jalannya suka diarahkan muter muter bahkan gang padahal lokasinya dekat tdk melalui gang",0,1
"harga makin mahal diskon makin dikit pake voucher suka ngilang apa voucher gratis ongkirnya makin lama makin mahal",-0.6,0
